id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
32,Export fallito: report mensile si blocca a metà (serve urgente),Malfunzionamento exprot Excel per report mensile. La generazione del file si interrompe a metà con err. generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. bug,Amministrazione,alta,63,225,Export fallito: report mensile si blocca a metà (serve urgente) Malfunzionamento exprot Excel per report mensile. La generazione del file si interrompe a metà con err. generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. bug,export fallito report mensile si blocca a metà serve urgente malfunzionamento exprot excel per report mensile la generazione del file si interrompe a metà con err generico i dati a video sono corretti serve il file esportato per riunione di domani mattina workaround richiesto bug,45,45,train
33,Info: statistiche licenze Linea Premium - disponibilità con crash,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. - relativo a versione,Amministrazione,bassa,65,278,Info: statistiche licenze Linea Premium - disponibilità con crash Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. - relativo a versione,info statistiche licenze linea premium disponibilità con crash richiesta estrazione dati statistici su utilizzo licenze linea premium il report serve esclusivamente per proiezioni di budget anno prossimo uso interno nessuna scadenza operativa immediata elaborazione da fare offline quando le risorse lo permettono relativo a versione,47,45,train
34,err calcolo IVA: importo errato su fattura estera (non validabile),"Tmieout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per 'loperatività quotidiana, serve ottimizzazione. bug",Amministrazione,media,66,255,"err calcolo IVA: importo errato su fattura estera (non validabile) Tmieout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per 'loperatività quotidiana, serve ottimizzazione. bug",err calcolo iva importo errato su fattura estera non validabile tmieout puntuale durante la ricerca fatture per data la query va in errore solo se si seleziona un intervallo superiore a 30 giorni costringe gli operatori a fare ricerche frazionate molto scomodo per loperatività quotidiana serve ottimizzazione bug,48,48,train
35,"Log: inserimento anagrafica Paolini, Garzoni e Stein s.r.l. timeout","Mancato allineamento incassi: il bonifico di 135.33 non risulta in contabilità. In banca è presente, ma il modulo catalogo non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Paolini, Garzoni e Stein s.r.l.. Il problema riguarda solo i bonifici di ieri.",Amministrazione,media,67,324,"Log: inserimento anagrafica Paolini, Garzoni e Stein s.r.l. timeout Mancato allineamento incassi: il bonifico di 135.33 non risulta in contabilità. In banca è presente, ma il modulo catalogo non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Paolini, Garzoni e Stein s.r.l.. Il problema riguarda solo i bonifici di ieri.",log inserimento anagrafica paolini garzoni e stein s r l timeout mancato allineamento incassi il bonifico di 135 33 non risulta in contabilità in banca è presente ma il modulo catalogo non lo ha importato automaticamente necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente paolini garzoni e stein s r l il problema riguarda solo i bonifici di ieri,58,63,test
36,err. stampa: impossibile stampare fattura 7423/20 (cliente aspetta) negoziazione,Procedura di backup storico: export fatture anno 2007 per archivio siucrezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturin o weekend. Serve solo per compliance e non per attività correnti.. Segnalato anche file,Amministrazione,media,80,288,err. stampa: impossibile stampare fattura 7423/20 (cliente aspetta) negoziazione Procedura di backup storico: export fatture anno 2007 per archivio siucrezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturin o weekend. Serve solo per compliance e non per attività correnti.. Segnalato anche file,err stampa impossibile stampare fattura 7423 20 cliente aspetta negoziazione procedura di backup storico export fatture anno 2007 per archivio siucrezza generazione file statico in formato pdf da conservare server side operazione a bassa priorità da accodare ai job notturin o weekend serve solo per compliance e non per attività correnti segnalato anche file,52,54,train
37,Info: statistiche licenze Linea Premium,Procedura di backup storico: export fatture anno 2005 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.o,Amministrazione,bassa,39,269,Info: statistiche licenze Linea Premium Procedura di backup storico: export fatture anno 2005 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.o,info statistiche licenze linea premium procedura di backup storico export fatture anno 2005 per archivio sicurezza generazione file statico in formato excel da conservare server side operazione a bassa priorità da accodare ai job notturni o weekend serve solo per compliance e non per attività correnti o,45,47,train
38,Backup: storico fatture 1994 con login fallito - disponibilità,Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vecchi movmienti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.i,Amministrazione,media,62,264,Backup: storico fatture 1994 con login fallito - disponibilità Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vecchi movmienti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.i,backup storico fatture 1994 con login fallito disponibilità controllo qualità dati contabili storici per archivio check di routine sulla coerenza dei vecchi movmienti di anni passati non blocca nessuna attività corrente e non richiede correzioni urgenti si può procedere gradualmente alla validazione dei record passati i,46,46,train
39,Funzione rotta: tasto upload PDF non cliccabile con disponibilità,Proposta di manutenzione ordinari:a pulizia account inattivi da lungo periodo. Lista di 5 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,65,255,Funzione rotta: tasto upload PDF non cliccabile con disponibilità Proposta di manutenzione ordinari:a pulizia account inattivi da lungo periodo. Lista di 5 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,funzione rotta tasto upload pdf non cliccabile con disponibilità proposta di manutenzione ordinari a pulizia account inattivi da lungo periodo lista di 5 utenti che non accedono da mesi attività di igiene del database da schedulare come task di routine nessun impatto sugli utenti attivi o sul servizio di produzione,49,50,train
40,Timeout ricerca: impossibile filtrare fatture > 30 giorni preventivo - listino,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci soon errori attvii o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.u",Amministrazione,media,78,269,"Timeout ricerca: impossibile filtrare fatture > 30 giorni preventivo - listino Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci soon errori attvii o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.u",timeout ricerca impossibile filtrare fatture 30 giorni preventivo listino monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo analisi a posteriori dei tracciati per identificare trend di lungo periodo non ci soon errori attvii o malfunzionamenti attività di studio per future ottimizzazioni senza impatto attuale u,48,47,train
41,Sistema fermo vendite non risponde - utenti bloccati su gestione anagrafiche - negoziazione performance - errore critico,err validazione codice fiscale per nuovo cliente Ricci-Lancisi SPA. Il sistema lo segan come errtao anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - memory leak - performance,Amministrazione,alta,120,280,Sistema fermo vendite non risponde - utenti bloccati su gestione anagrafiche - negoziazione performance - errore critico err validazione codice fiscale per nuovo cliente Ricci-Lancisi SPA. Il sistema lo segan come errtao anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - memory leak - performance,sistema fermo vendite non risponde utenti bloccati su gestione anagrafiche negoziazione performance errore critico err validazione codice fiscale per nuovo cliente ricci lancisi spa il sistema lo segan come errtao anche se è formalmente valido impedisce il salvataggio della scheda cliente necessario bypassare il controllo o correggere l algoritmo di validazione memory leak performance,57,54,test
